,Unnamed: 0,ID,NAME,PARENT_ID,LOGIN,COL_754,COL_755,COL_756,COL_757,COL_758,COL_759,COL_760,COL_761,COL_762,COL_763,COL_764,COL_765,COL_766,COL_767,COL_769,COL_770,COL_771,COL_772,COL_775,COL_781,COL_782,COL_2156,COL_2463,COL_3163,COL_3243,COL_3363,COL_3468,COL_103506
11863,11863,137680254.0,"Дом по адресу Парковая 9-я ул., д.61А, с.1",,Tanya_3764,,,2005,,2048798,2,0,,2796,0,2796,,,,2048941,,0,0,,,2403575,,,68481453,,0,,
11864,11864,137680255.0,УССУРИЙСКАЯ 16,,adm20180821,Нет техпаспорта МосгорБТИ,,1998,,2048912,1,0,,108,0,108,,,,2048939,,0,0,,,2403576,,,68481453,,0,,
11865,11865,137680256.0,РУДНЕВКА 43,,adm20180821,Нет техпаспорта МосгорБТИ,,2005,,2048798,1,0,,25,0,25,,,,2048929,,0,0,,,2403577,,,68481453,,0,,
11866,11866,137680257.0,РУДНЕВКА 43,,adm20180821,Нет техпаспорта МосгорБТИ,,2005,,2048798,1,0,,25,0,25,,,,2048929,,0,0,,,2403578,,,68481453,,0,,
11867,11867,137680258.0,РУДНЕВКА 35,,adm20180821,Нет техпаспорта МосгорБТИ,,2005,,2048798,1,0,,63,0,63,,,,2048929,,0,0,,,2403579,,,68481453,,0,,
11868,11868,137680259.0,РУДНЕВКА 41,,Tanya_3764,,,2005,,2048798,1,0,,220,0,220,,,,2048929,,0,0,,,2403580,,,68481453,,0,,
11869,11869,137680260.0,РУДНЕВКА 33,,Tanya_3764,,,2005,,2048798,1,0,,220,0,220,,,,2048929,,0,0,,,2403581,,,68481453,,0,,
11872,11872,137680263.0,ОРЕНБУРГСКАЯ 13,,Tanya_3764,,,1961,,2048912,1,0,,115,0,115,,,,2048928,,0,0,,,2403584,,,68481453,,0,,
11873,11873,137680264.0,"Дом по адресу Пугачевская 2-я ул., д.19, с.1",,adm20180821,Нет техпаспорта МосгорБТИ,,1979,,2048912,2,0,,522,0,522,,,,2048928,,0,0,,,2403585,,,68481453,,0,,
11874,11874,137680265.0,ЭЛЕКТРОЗАВОДСКАЯ 21,,adm20180821,Нет техпаспорта МосгорБТИ,,1978,,2048798,1,0,,25,0,25,,,,2048928,,0,0,,,2403586,,,68481453,,0,,
11875,11875,137680266.0,ТАГИЛЬСКАЯ 4,,Tanya_3764,,,1953,,2048912,1,0,,3217,0,3217,,,,2048928,,0,0,,,2403587,,,68481453,,0,,
11876,11876,137680267.0,ТАГИЛЬСКАЯ 4,,Tanya_3764,,,2004,,2048798,5,0,,669,0,669,,,,2048928,,0,0,,,2403588,,,68481453,,0,,
11885,11885,137680276.0,ПРЕОБРАЖЕНСКИЙ ВАЛ 33,,Tanya_3764,,,1968,,2048912,1,0,,222,0,222,,,,2048928,,0,0,,,2403597,,,68481453,,0,,
11886,11886,137680277.0,ПРЕОБРАЖЕНСКИЙ ВАЛ 33,,Tanya_3764,,,1968,,2048912,1,0,,36,0,36,,,,2048931,,0,0,,,2403598,,,68481453,,0,,
11887,11887,137680278.0,ПРЕОБРАЖЕНСКИЙ ВАЛ 33,,adm20180821,Нет техпаспорта МосгорБТИ,,1968,,2048912,1,0,,39,0,39,,,,2048935,,0,0,,,2403599,,,68481453,,0,,
11888,11888,137680279.0,ПРЕОБРАЖЕНСКИЙ ВАЛ 33,,adm20180821,Нет техпаспорта МосгорБТИ,,1968,,2048912,1,0,,20,0,20,,,,2048931,,0,0,,,2403600,,,68481453,,0,,
11890,11890,137680281.0,ЛОБАЧИКА 16А,,adm20180821,Нет техпаспорта МосгорБТИ,,2000,,2048798,1,0,,523,0,523,,,,2048935,,0,0,,,2403603,,,68481453,,0,,
11891,11891,137680282.0,ЛОСИНООСТРОВСКАЯ 45,,Tanya_3764,,,1987,,2048798,1,0,,110,0,110,,,,2048928,,0,0,,,2403604,,,68481453,,0,,
11892,11892,137680283.0,ЛОБАЧИКА 16А,,Tanya_3764,,,1990,,2048912,1,0,,25,0,25,,,,2048928,,0,0,,,2403605,,,68481453,,0,,
11897,11897,137680288.0,РУДНЕВКА 7,,adm20180821,Нет техпаспорта МосгорБТИ,,2005,,2048798,1,0,,21,0,21,,,,2048929,,0,0,,,2403610,,,68481453,,0,,
11898,11898,137680289.0,РУДНЕВКА 9,,adm20180821,Нет техпаспорта МосгорБТИ,,2005,,2048798,1,0,,22,0,22,,,,2048930,,0,0,,,2403611,,,68481453,,0,,
11899,11899,137680290.0,РУДНЕВКА 11,,adm20180821,Нет техпаспорта МосгорБТИ,,2005,,2048798,1,0,,21,0,21,,,,2048929,,0,0,,,2403612,,,68481453,,0,,
11900,11900,137680291.0,РУДНЕВКА 3,,Tanya_3764,,,2005,,2048798,1,0,,220,0,220,,,,2048929,,0,0,,,2403613,,,68481453,,0,,
11901,11901,137680292.0,СВЯТООЗЕРСКАЯ 8,,adm20180821,Нет техпаспорта МосгорБТИ,,2006,,2048798,1,0,,26,0,26,,,,2048929,,0,0,,,2403614,,,68481453,,0,,
11902,11902,137680293.0,СВЯТООЗЕРСКАЯ 8,,Tanya_3764,,,2006,,2048798,1,0,,174,0,174,,,,2048929,,0,0,,,2403615,,,68481453,,0,,
11903,11903,137680294.0,СВЯТООЗЕРСКАЯ 2,,Tanya_3764,,,2005,,2048798,1,0,,219,0,219,,,,2048929,,0,0,,,2403616,,,68481453,,0,,
11904,11904,137680295.0,СВЯТООЗЕРСКАЯ 4,,adm20180821,Нет техпаспорта МосгорБТИ,,2005,,2048798,1,0,,63,0,63,,,,2048928,,0,0,,,2403617,,,68481453,,0,,
11905,11905,137680296.0,СВЯТООЗЕРСКАЯ 2,,adm20180821,Нет техпаспорта МосгорБТИ,,2006,,2048798,1,0,,21,0,21,,,,2048929,,0,0,,,2403618,,,68481453,,0,,
11906,11906,137680297.0,РУДНЕВКА 9,,Tanya_3764,,,2005,,2048798,1,0,,221,0,221,,,,2048930,,0,0,,,2403619,,,68481453,,0,,
11908,11908,137680299.0,"Дом по адресу Черкизовская 3-я ул., д.12А, с.1",,adm20180821,Нет техпаспорта МосгорБТИ,,1978,,2048912,1,0,,215,0,215,,,,2048928,,0,0,,,2403621,,,68481453,,0,,
11915,11915,137680306.0,ЖЕБРУНОВА 4Д,,Tanya_3764,,,1987,,2048798,2,0,,384,0,384,,,,2048941,,0,0,,,2403630,,,68481453,,0,,
11921,11921,137680312.0,АМУРСКАЯ 3,,adm20180821,Нет техпаспорта МосгорБТИ,,0,,2048912,1,0,,186,0,186,,,,2048935,,0,0,,,2403638,,,68481453,,0,,
11922,11922,137680313.0,АМУРСКАЯ 3,,adm20180821,Нет техпаспорта МосгорБТИ,,0,,2048912,1,0,,96,0,96,,,,2048928,,0,0,,,2403639,,,68481453,,0,,
11923,11923,137680314.0,СВЯТООЗЕРСКАЯ 11,,Tanya_3764,,,2005,,2048798,1,0,,220,0,220,,,,2048929,,0,0,,,2403640,,,68481453,,0,,
11924,11924,137680315.0,СВЯТООЗЕРСКАЯ 11,,adm20180821,Нет техпаспорта МосгорБТИ,,2004,,2048798,1,0,,147,0,147,,,,2048929,,0,0,,,2403641,,,68481453,,0,,
11925,11925,137680316.0,СВЯТООЗЕРСКАЯ 15,,Tanya_3764,,,2005,,2048798,1,0,,220,0,220,,,,2048929,,0,0,,,2403642,,,68481453,,0,,
11926,11926,137680317.0,СВЯТООЗЕРСКАЯ 15,,adm20180821,Нет техпаспорта МосгорБТИ,,2005,,2048798,1,0,,21,0,21,,,,2048929,,0,0,,,2403643,,,68481453,,0,,
11927,11927,137680318.0,СВЯТООЗЕРСКАЯ 21,,Tanya_3764,,,2004,,2048798,1,0,,220,0,220,,,,2048929,,0,0,,,2403644,,,68481453,,0,,
11928,11928,137680319.0,СВЯТООЗЕРСКАЯ 21,,adm20180821,Нет техпаспорта МосгорБТИ,,2004,,2048798,1,0,,26,0,26,,,,2048929,,0,0,,,2403645,,,68481453,,0,,
11929,11929,137680320.0,СВЯТООЗЕРСКАЯ 23,,adm20180821,Нет техпаспорта МосгорБТИ,,2004,,2048798,1,0,,16,0,16,,,,2048929,,0,0,,,2403646,,,68481453,,0,,
11930,11930,137680321.0,РУДНЕВКА 4,,Tanya_3764,,,2004,,2048798,1,0,,217,0,217,,,,2048929,,0,0,,,2403647,,,68481453,,0,,
11931,11931,137680322.0,РУДНЕВКА 12,,adm20180821,Нет техпаспорта МосгорБТИ,,2005,,2048798,1,0,,21,0,21,,,,2048929,,0,0,,,2403648,,,68481453,,0,,
11932,11932,137680323.0,РУДНЕВКА 16,,adm20180821,Нет техпаспорта МосгорБТИ,,2005,,2048798,1,0,,21,0,21,,,,2048929,,0,0,,,2403649,,,68481453,,0,,
11933,11933,137680324.0,РУДНЕВКА 16,,Tanya_3764,,,2005,,2048798,1,0,,220,0,220,,,,2048929,,0,0,,,2403650,,,68481453,,0,,
11934,11934,137680325.0,РУДНЕВКА 24,,adm20180821,Нет техпаспорта МосгорБТИ,,2004,,2048798,1,0,,28,0,28,,,,2048929,,0,0,,,2403651,,,68481453,,0,,
11935,11935,137680326.0,ЭЛЕКТРОЗАВОДСКАЯ 21,,Tanya_3764,,,1961,,2048798,3,0,,1322,0,1322,,,,2048928,,0,0,,,2403652,,,68481453,,0,,
11936,11936,137680327.0,ЭЛЕКТРОЗАВОДСКАЯ 21,,Tanya_3764,,,1954,,2048798,2,0,,1486,0,1486,,,,2048928,,0,0,,,2403653,,,68481453,,0,,
11937,11937,137680328.0,"Дом по адресу Парковая 15-я ул., д.40, к.3, с.1",,Tanya_3764,,,1987,,2048912,1,0,,151,0,151,,,,2048929,,0,0,,,2403654,,,68481453,,0,,
11939,11939,137680330.0,ПЕРМСКАЯ 5,,adm20180821,Нет техпаспорта МосгорБТИ,,0,,2048912,2,0,,2580,0,2580,,,,2048932,,0,0,,,2403656,,,68481453,,0,,
11940,11940,137680331.0,ПЕРМСКАЯ 5,,adm20180821,Нет техпаспорта МосгорБТИ,,0,,2048912,2,0,,130,0,130,,,,2048928,,0,0,,,2403657,,,68481453,,0,,
11941,11941,137680332.0,ПЕРМСКАЯ 5,,adm20180821,Нет техпаспорта МосгорБТИ,,0,,2048912,1,0,,236,0,236,,,,2048941,,0,0,,,2403658,,,68481453,,0,,
11942,11942,137680333.0,БОЛЬШАЯ ЧЕРКИЗОВСКАЯ 125,,adm20180821,Нет техпаспорта МосгорБТИ,,2004,,2048798,1,0,,86,0,86,,,,2048930,,0,0,,,2403659,,,68481453,,0,,
11943,11943,137680334.0,БОЛЬШАЯ ЧЕРКИЗОВСКАЯ 125,,adm20180821,Нет техпаспорта МосгорБТИ,,2004,,2048798,1,0,,226,0,226,,,,2048930,,0,0,,,2403660,,,68481453,,0,,
11944,11944,137680335.0,БОЛЬШАЯ ЧЕРКИЗОВСКАЯ 125,,adm20180821,Нет техпаспорта МосгорБТИ,,2004,,2048798,1,0,,234,0,234,,,,2048930,,0,0,,,2403661,,,68481453,,0,,
11945,11945,137680336.0,НОВОКОСИНСКАЯ 14А,,adm20180821,Нет техпаспорта МосгорБТИ,,2005,,2048798,1,0,,21,0,21,,,,2048930,,0,0,,,2403662,,,68481453,,0,,
11946,11946,137680337.0,РУДНЕВКА 15,,Tanya_3764,,,2005,,2048798,1,0,,220,0,220,,,,2048929,,0,0,,,2403663,,,68481453,,0,,
11947,11947,137680338.0,РУДНЕВКА 21,,adm20180821,Нет техпаспорта МосгорБТИ,,2006,,2048798,1,0,,20,0,20,,,,2048929,,0,0,,,2403664,,,68481453,,0,,
11948,11948,137680339.0,РУДНЕВКА 25,,adm20180821,Нет техпаспорта МосгорБТИ,,2005,,2048798,1,0,,23,0,23,,,,2048929,,0,0,,,2403665,,,68481453,,0,,
11949,11949,137680340.0,РУДНЕВКА 25,,adm20180821,Нет техпаспорта МосгорБТИ,,2005,,2048798,1,0,,20,0,20,,,,2048929,,0,0,,,2403666,,,68481453,,0,,
11955,11955,137680346.0,ИВАНТЕЕВСКАЯ 25,,Tanya_3764,,,1960,,2048912,5,0,,3302,0,3302,,,,2048930,,0,0,,,2403673,,,68481453,,0,,
11956,11956,137680347.0,ТАГИЛЬСКАЯ 6,,adm20180821,Нет техпаспорта МосгорБТИ,,0,,2048912,1,0,,4,0,4,,,,2048928,,0,0,,,2403674,,,68481453,,0,,
11957,11957,137680348.0,ТАГИЛЬСКАЯ 6,,adm20180821,Нет техпаспорта МосгорБТИ,,0,,2048912,1,0,,166,0,166,,,,2048935,,0,0,,,2403675,,,68481453,,0,,
11958,11958,137680349.0,ТАГИЛЬСКАЯ 6,,adm20180821,Нет техпаспорта МосгорБТИ,,0,,2048912,1,0,,15,0,15,,,,2048935,,0,0,,,2403676,,,68481453,,0,,
11960,11960,137680351.0,КРАСНОБОГАТЫРСКАЯ 17,,Tanya_3764,,,2005,,2048798,2,0,,1455,0,1455,,,,2048928,,0,0,,,2403678,,,68481453,,0,,
11965,11965,137680356.0,СОКОЛЬНИЧЕСКИЙ ВАЛ 2Г,,adm20180821,Нет техпаспорта МосгорБТИ,,1995,,2048912,1,0,,44,0,44,,,,2048935,,0,0,,,2403683,,,68481453,,0,,
11966,11966,137680357.0,"Дом по адресу Парковая 16-я ул., д.36А",,Tanya_3764,,,1940,,2048798,1,0,,506,0,506,,,,2048928,,0,0,,,2403684,,,68481453,,0,,
11967,11967,137680358.0,ПЕРМСКАЯ 5,,adm20180821,Нет техпаспорта МосгорБТИ,,2003,,2048912,1,0,,172,0,172,,,,2048935,,0,0,,,2403685,,,68481453,,0,,
11968,11968,137680359.0,РОЗЫ ЛЮКСЕМБУРГ 8,,adm20180821,Нет техпаспорта МосгорБТИ,,2004,,2048798,2,0,,99,0,99,,,,2048928,,0,0,,,2403686,,,68481453,,0,,
11969,11969,137680360.0,РОЗЫ ЛЮКСЕМБУРГ 8,,adm20180821,Нет техпаспорта МосгорБТИ,,2004,,2048798,1,0,,18,0,18,,,,2048931,,0,0,,,2403687,,,68481453,,0,,
11974,11974,137680365.0,АМУРСКАЯ 1,,Tanya_3764,,,1983,,2048798,1,0,,823,0,823,,,,2048935,,0,0,,,2403692,,,68481453,,0,,
11975,11975,137680366.0,НИКОЛАЯ ХИМУШИНА 2/7,,Tanya_3764,,,1991,,2048798,1,0,,55,0,55,,,,2048929,,0,0,,,2403693,,,68481453,,0,,
11976,11976,137680367.0,НИКОЛАЯ ХИМУШИНА 2/7,,Tanya_3764,,,1993,,2048798,1,0,,230,0,230,,,,2048929,,0,0,,,2403694,,,68481453,,0,,
11978,11978,137680369.0,ПРЕОБРАЖЕНСКИЙ ВАЛ 5,,adm20180821,Нет техпаспорта МосгорБТИ,,1996,,2048912,1,0,,38,0,38,,,,2048935,,0,0,,,2403698,,,68481453,,0,,
11992,11992,137680383.0,ОРАНЖЕРЕЙНАЯ 7А,,adm20180821,Нет техпаспорта МосгорБТИ,,1980,,2048798,1,0,,26,0,26,,,,2048928,,0,0,,,2403712,,,68481453,,0,,
11998,11998,137680389.0,ПЕРМСКАЯ 7,,adm20180821,Нет техпаспорта МосгорБТИ,,1976,,2048912,1,0,,168,0,168,,,,2048935,,0,0,,,2403718,,,68481453,,0,,
11999,11999,137680390.0,ПЕРМСКАЯ 7,,adm20180821,Нет техпаспорта МосгорБТИ,,1976,,2048912,1,0,,85,0,85,,,,2048935,,0,0,,,2403719,,,68481453,,0,,
12000,12000,137680391.0,ПЕРМСКАЯ 7,,adm20180821,Нет техпаспорта МосгорБТИ,,1976,,2048912,1,0,,168,0,168,,,,2048935,,0,0,,,2403720,,,68481453,,0,,
12001,12001,137680392.0,ВЕРБНАЯ 6,,adm20180821,Нет техпаспорта МосгорБТИ,,0,,2048912,1,0,,230,0,230,,,,2048935,,0,0,,,2403721,,,68481453,,0,,
12002,12002,137680393.0,ЭЛЕКТРОЗАВОДСКАЯ 21,,Tanya_3764,,,1968,,2048912,1,0,,259,0,259,,,,2048928,,0,0,,,2403722,,,68481453,,0,,
12003,12003,137680394.0,ЭЛЕКТРОЗАВОДСКАЯ 21,,adm20180821,Нет техпаспорта МосгорБТИ,,1956,,2048912,1,0,,84,0,84,,,,2048935,,0,0,,,2403723,,,68481453,,0,,
12006,12006,137680397.0,КРАСНОБОГАТЫРСКАЯ 44,,Tanya_3764,,,1980,,2048798,1,0,,201,0,201,,,,2048930,,0,0,,,2403726,,,68481453,,0,,
12007,12007,137680398.0,СОКОЛЬНИЧЕСКИЙ ВАЛ 37/10,,adm20180821,Нет техпаспорта МосгорБТИ,,1990,,2048912,1,0,,3151,0,3151,,,,2048935,,0,0,,,2403727,,,68481453,,0,,
12008,12008,137680399.0,БОГОРОДСКИЙ ВАЛ 3,,Tanya_3764,,,1917,,2048798,2,0,,260,0,260,,,,2048928,,0,0,,,2403728,,,68481453,,0,,
12009,12009,137680400.0,СТРОМЫНКА 20,,Tanya_3764,,,2005,,2048798,3,0,,6987,0,6987,,,,2048936,,0,0,,,2403729,,,68481453,,0,,
12010,12010,137680401.0,ИРКУТСКАЯ 6,,adm20180821,Нет техпаспорта МосгорБТИ,,1987,,2048912,1,0,,45,0,45,,,,2048935,,0,0,,,2403730,,,68481453,,0,,
12012,12012,137680403.0,БОЛЬШАЯ КОСИНСКАЯ 1К,,adm20180821,Нет техпаспорта МосгорБТИ,,2004,,2048912,1,0,,18,0,18,,,,2048930,,0,0,,,2403734,,,68481453,,0,,
12013,12013,137680404.0,КРАСНОСОЛНЕЧНАЯ 3,,adm20180821,Нет техпаспорта МосгорБТИ,,2004,,2048798,1,0,,31,0,31,,,,2048928,,0,0,,,2403735,,,68481453,,0,,
12014,12014,137680405.0,КРАСНОСОЛНЕЧНАЯ 3,,adm20180821,Нет техпаспорта МосгорБТИ,,2004,,2048798,1,0,,9,0,9,,,,2048931,,0,0,,,2403736,,,68481453,,0,,
12027,12027,137680418.0,РУДНЕВКА 4,,adm20180821,Нет техпаспорта МосгорБТИ,,2004,,2048798,1,0,,18,0,18,,,,2048930,,0,0,,,2403749,,,68481453,,0,,
12028,12028,137680419.0,СВЯТООЗЕРСКАЯ 17,,Tanya_3764,,,2005,,2048854,4,0,,8462,0,8462,,,,2048929,,0,0,,,2403750,,,68481453,,0,,
12029,12029,137680420.0,БОЛЬШАЯ СЕМЕНОВСКАЯ 15А,,adm20180821,Нет техпаспорта МосгорБТИ,,2005,,2048798,2,0,,2368,0,2368,,,,2048941,,0,0,,,2403751,,,68481453,,0,,
12030,12030,137680421.0,УРАЛЬСКАЯ 1Б,,Tanya_3764,,,2005,,2048798,2,0,,1062,0,1062,,,,2048941,,0,0,,,2403752,,,68481453,,0,,
12033,12033,137680424.0,АМУРСКАЯ 1,,Tanya_3764,,,1975,,2048912,1,0,,68,0,68,,,,2048928,,0,0,,,2403755,,,68481453,,0,,
12034,12034,137680425.0,КРАСНОБОГАТЫРСКАЯ 72,,Tanya_3764,,,1997,,2048798,2,0,,732,0,732,,,,2048930,,0,0,,,2403758,,,68481453,,0,,
12035,12035,137680426.0,КРАСНОБОГАТЫРСКАЯ 72,,adm20180821,Нет техпаспорта МосгорБТИ,,2005,,2048912,1,0,,24,0,24,,,,2048928,,0,0,,,2403760,,,68481453,,0,,
12036,12036,137680427.0,КРАСНОБОГАТЫРСКАЯ 72,,adm20180821,Нет техпаспорта МосгорБТИ,,2005,,2048912,1,0,,13,0,13,,,,2048928,,0,0,,,2403761,,,68481453,,0,,
12037,12037,137680428.0,КРАСНОБОГАТЫРСКАЯ 72,,adm20180821,Нет техпаспорта МосгорБТИ,,2005,,2048912,1,0,,23,0,23,,,,2048931,,0,0,,,2403762,,,68481453,,0,,
12038,12038,137680429.0,СУВОРОВСКАЯ 27,,Tanya_3764,,,1990,,2048798,1,0,,73,0,73,,,,2048930,,0,0,,,2403764,,,68481453,,0,,
12039,12039,137680430.0,ЭЛЕКТРОЗАВОДСКАЯ 21,,adm20180821,Нет техпаспорта МосгорБТИ,,1970,,2048912,1,0,,69,0,69,,,,2048928,,0,0,,,2403766,,,68481453,,0,,
12040,12040,137680431.0,ЭЛЕКТРОЗАВОДСКАЯ 21,,adm20180821,Нет техпаспорта МосгорБТИ,,1984,,2048912,1,0,,21,0,21,,,,2048928,,0,0,,,2403767,,,68481453,,0,,
12041,12041,137680432.0,ЭЛЕКТРОЗАВОДСКАЯ 21,,adm20180821,Нет техпаспорта МосгорБТИ,,1990,,2048912,1,0,,53,0,53,,,,2048935,,0,0,,,2403768,,,68481453,,0,,
12042,12042,137680433.0,ЭЛЕКТРОЗАВОДСКАЯ 21,,adm20180821,Нет техпаспорта МосгорБТИ,,1986,,2048912,1,0,,171,0,171,,,,2048928,,0,0,,,2403769,,,68481453,,0,,
12043,12043,137680434.0,ЭЛЕКТРОЗАВОДСКАЯ 21,,adm20180821,Нет техпаспорта МосгорБТИ,,1960,,2048912,1,0,,38,0,38,,,,2048935,,0,0,,,2403770,,,68481453,,0,,
12044,12044,137680435.0,ЭЛЕКТРОЗАВОДСКАЯ 21,,adm20180821,Нет техпаспорта МосгорБТИ,,1970,,2048912,1,0,,297,0,297,,,,2048935,,0,0,,,2403771,,,68481453,,0,,
12045,12045,137680436.0,ЛОСИНООСТРОВСКАЯ 27,,adm20180821,Нет техпаспорта МосгорБТИ,,0,,2048912,1,0,,15,0,15,,,,2048935,,0,0,,,2403772,,,68481453,,0,,
12046,12046,137680437.0,РУДНЕВКА 26,,Tanya_3764,,,2005,,2048798,3,0,,3648,0,3648,,,,2048929,,0,0,,,2403773,,,68481453,,0,,
12047,12047,137680438.0,БОЛЬШАЯ КОСИНСКАЯ 1К,,adm20180821,Нет техпаспорта МосгорБТИ,,2004,,2048912,2,0,,42,0,42,,,,2048931,,0,0,,,2403774,,,68481453,,0,,
12048,12048,137680439.0,БОЛЬШАЯ КОСИНСКАЯ 1К,,adm20180821,Нет техпаспорта МосгорБТИ,,2004,,2048912,2,0,,41,0,41,,,,2048931,,0,0,,,2403775,,,68481453,,0,,
12049,12049,137680440.0,УРАЛЬСКАЯ 23,,Tanya_3764,,,1991,,2048912,1,0,,276,0,276,,,,2048929,,0,0,,,2403776,,,68481453,,0,,
12050,12050,137680441.0,УССУРИЙСКАЯ 11,,Tanya_3764,,,1969,,2048912,1,0,,119,0,119,,,,2048929,,0,0,,,2403777,,,68481453,,0,,
12051,12051,137680442.0,ХАБАРОВСКАЯ 6,,Tanya_3764,,,1980,,2048912,2,0,,314,0,314,,,,2048928,,0,0,,,2403778,,,68481453,,0,,
12052,12052,137680443.0,ХАБАРОВСКАЯ 20,,Tanya_3764,,,1980,,2048912,1,0,,154,0,154,,,,2048929,,0,0,,,2403779,,,68481453,,0,,
12053,12053,137680444.0,ХАБАРОВСКАЯ 19,,Tanya_3764,,,1970,,2048912,1,0,,119,0,119,,,,2048929,,0,0,,,2403780,,,68481453,,0,,
12054,12054,137680445.0,ХАБАРОВСКАЯ 4,,Tanya_3764,,,1987,,2048912,1,0,,275,0,275,,,,2048929,,0,0,,,2403781,,,68481453,,0,,
12055,12055,137680446.0,НОВОСИБИРСКАЯ 6,,Tanya_3764,,,1979,,2048912,1,0,,294,0,294,,,,2048929,,0,0,,,2403782,,,68481453,,0,,
12056,12056,137680447.0,САХАЛИНСКАЯ 10/17,,Tanya_3764,,,1989,,2048912,1,0,,275,0,275,,,,2048929,,0,0,,,2403783,,,68481453,,0,,
12060,12060,137680451.0,МИЛЛИОННАЯ 13,,Tanya_3764,,,1971,,2048912,1,0,,197,0,197,,,,2048928,,0,0,,,2403787,,,68481453,,0,,
12062,12062,137680453.0,КРАСНОЯРСКАЯ 3,,adm20180821,Нет техпаспорта МосгорБТИ,,2005,,2048798,1,0,,158,0,158,,,,2048929,,0,0,,,2403789,,,68481453,,0,,
12064,12064,137680455.0,НИКОЛАЯ ХИМУШИНА 3,,Tanya_3764,,,1972,,2048912,1,0,,152,0,152,,,,2048929,,0,0,,,2403791,,,68481453,,0,,
12065,12065,137680456.0,НИКОЛАЯ ХИМУШИНА 5,,Tanya_3764,,,1972,,2048912,1,0,,152,0,152,,,,2048929,,0,0,,,2403792,,,68481453,,0,,
12066,12066,137680457.0,ПРЕОБРАЖЕНСКИЙ ВАЛ 26,,Tanya_3764,,,1983,,2048798,1,0,,274,0,274,,,,2048929,,0,0,,,2403793,,,68481453,,0,,
12067,12067,137680458.0,БОЛЬШАЯ ЧЕРКИЗОВСКАЯ 26,,Tanya_3764,,,1973,,2048912,1,0,,150,0,150,,,,2048928,,0,0,,,2403794,,,68481453,,0,,
12068,12068,137680459.0,БОЛЬШАЯ ЧЕРКИЗОВСКАЯ 6,,Tanya_3764,,,1971,,2048912,1,0,,154,0,154,,,,2048928,,0,0,,,2403795,,,68481453,,0,,
12069,12069,137680460.0,"Дом по адресу Бухвостова 2-я ул., д.5А, с.1",,Tanya_3764,,,1976,,2048798,1,0,,154,0,154,,,,2048930,,0,0,,,2403796,,,68481453,,0,,
12070,12070,137680461.0,ОЛЕНИЙ ВАЛ 24,,Tanya_3764,,,1981,,2048912,1,0,,279,0,279,,,,2048929,,0,0,,,2403797,,,68481453,,0,,
12071,12071,137680462.0,СТРОМЫНКА 19,,Tanya_3764,,,1973,,2048912,1,0,,152,0,152,,,,2048929,,0,0,,,2403798,,,68481453,,0,,
12072,12072,137680463.0,"Дом по адресу Парковая 11-я ул., д.42, к.1, с.1",,Tanya_3764,,,1961,,2048912,1,0,,86,0,86,,,,2048928,,0,0,,,2403799,,,68481453,,0,,
12082,12082,137680473.0,САЛТЫКОВСКАЯ 16Д,,Tanya_3764,,,2005,,2048798,1,0,,96,0,96,,,,2048929,,0,0,,,2403815,,,68481453,,0,,
